,gpa,major,gmat,work_exp,admission
611,2.87,STEM,570.0,5.0,Rejected
612,3.09,Business,640.0,5.0,Rejected
613,3.16,STEM,650.0,7.0,Rejected
614,3.22,Humanities,660.0,5.0,Admit
615,3.39,Humanities,650.0,5.0,Rejected
616,3.46,Humanities,680.0,5.0,Rejected
617,3.2,Business,670.0,5.0,Rejected
618,2.88,Business,570.0,5.0,Rejected
619,3.51,Business,700.0,4.0,Rejected
620,3.25,Business,640.0,5.0,Rejected
621,3.4,Business,780.0,5.0,Admit
622,3.2,STEM,670.0,4.0,Rejected
623,2.95,STEM,570.0,6.0,Rejected
624,3.33,Humanities,710.0,7.0,Admit
625,3.07,STEM,640.0,6.0,Admit
626,3.12,Humanities,720.0,4.0,Rejected
627,3.18,Business,570.0,5.0,Rejected
628,3.11,Humanities,610.0,6.0,Rejected
629,3.11,STEM,570.0,5.0,Rejected
630,2.99,Humanities,580.0,3.0,Rejected
631,3.38,Business,740.0,6.0,Rejected
632,3.08,Humanities,600.0,5.0,Rejected
633,3.45,STEM,650.0,4.0,Rejected
634,3.51,Humanities,750.0,6.0,Rejected
635,3.29,Humanities,690.0,4.0,Rejected
636,3.4,STEM,700.0,5.0,Rejected
637,3.36,STEM,690.0,3.0,Rejected
638,3.45,Humanities,650.0,5.0,Rejected
639,3.48,STEM,780.0,6.0,Rejected
640,3.14,Business,590.0,5.0,Admit
641,3.34,Business,660.0,5.0,Admit
642,3.43,Humanities,630.0,4.0,Rejected
643,3.14,STEM,720.0,6.0,Rejected
644,3.19,Business,670.0,5.0,Rejected
645,3.0,Business,620.0,5.0,Rejected
646,3.24,Business,640.0,4.0,Rejected
647,3.12,Humanities,690.0,6.0,Admit
648,3.37,Business,680.0,4.0,Rejected
649,3.39,Humanities,690.0,6.0,Rejected
650,3.32,Business,610.0,6.0,Rejected
651,3.33,Business,690.0,3.0,Admit
652,3.29,STEM,620.0,4.0,Rejected
653,3.23,Business,640.0,4.0,Admit
654,3.12,Humanities,630.0,5.0,Rejected
655,3.24,Humanities,610.0,6.0,Rejected
656,3.37,Humanities,670.0,4.0,Admit
657,3.17,Business,570.0,6.0,Admit
658,3.12,Humanities,680.0,6.0,Rejected
659,3.21,Humanities,660.0,5.0,Admit
660,3.0,Business,600.0,5.0,Rejected
661,3.07,Business,600.0,6.0,Rejected
662,3.23,STEM,650.0,4.0,Admit
663,3.19,STEM,680.0,5.0,Rejected
664,3.32,STEM,710.0,5.0,Admit
665,3.11,STEM,650.0,4.0,Admit
666,3.21,STEM,630.0,4.0,Waitlist
667,3.28,STEM,590.0,7.0,Rejected
668,3.41,Business,710.0,6.0,Rejected
669,3.38,STEM,630.0,5.0,Rejected
670,3.26,Business,610.0,5.0,Rejected
671,3.65,STEM,710.0,6.0,Admit
672,3.27,STEM,650.0,4.0,Rejected
673,3.42,Business,690.0,5.0,Rejected
674,3.43,Business,740.0,4.0,Rejected
675,3.22,STEM,690.0,3.0,Admit
676,3.03,Humanities,570.0,7.0,Rejected
677,3.45,Humanities,690.0,4.0,Waitlist
678,3.26,STEM,700.0,3.0,Admit
679,3.21,STEM,640.0,6.0,Rejected
680,3.34,STEM,700.0,5.0,Waitlist
681,3.26,Business,740.0,6.0,Admit
682,3.37,Humanities,650.0,4.0,Rejected
683,3.36,Humanities,630.0,6.0,Rejected
684,3.34,Business,680.0,5.0,Admit
685,3.58,Business,780.0,5.0,Admit
686,3.3,STEM,600.0,6.0,Rejected
687,3.1,Humanities,570.0,4.0,Rejected
688,3.15,Business,640.0,6.0,Rejected
689,3.3,Humanities,680.0,6.0,Rejected
690,3.49,Business,680.0,4.0,Rejected
691,3.15,Humanities,610.0,5.0,Rejected
692,3.26,Business,650.0,4.0,Rejected
693,2.96,Humanities,590.0,5.0,Rejected
694,3.38,Business,650.0,6.0,Rejected
695,3.32,Humanities,650.0,5.0,Rejected
696,3.36,Humanities,640.0,5.0,Waitlist
697,3.19,Business,650.0,4.0,Rejected
698,3.27,Humanities,620.0,6.0,Rejected
699,3.3,Humanities,630.0,4.0,Rejected
700,3.05,Humanities,630.0,5.0,Rejected
701,3.5,Business,690.0,6.0,Rejected
702,3.56,Business,670.0,6.0,Rejected
703,3.28,Humanities,650.0,6.0,Admit
704,3.2,STEM,630.0,6.0,Rejected
705,3.24,STEM,630.0,3.0,Rejected
706,3.35,STEM,720.0,4.0,Rejected
707,3.2,Business,630.0,5.0,Rejected
708,3.52,Business,660.0,3.0,Waitlist
709,3.2,Humanities,640.0,6.0,Waitlist
710,3.02,STEM,640.0,4.0,Rejected
711,3.51,Humanities,690.0,4.0,Admit
712,3.25,STEM,650.0,6.0,Rejected
713,3.09,Business,680.0,7.0,Rejected
714,3.4,Humanities,700.0,4.0,Rejected
715,2.93,Business,570.0,5.0,Rejected
716,3.44,STEM,650.0,3.0,Waitlist
717,3.27,STEM,700.0,6.0,Rejected
718,3.26,STEM,690.0,4.0,Admit
719,3.39,Business,640.0,6.0,Rejected
720,3.44,Business,700.0,3.0,Rejected
721,3.26,STEM,710.0,6.0,Admit
722,3.29,Business,590.0,5.0,Rejected
723,3.19,Humanities,630.0,5.0,Rejected
724,3.18,STEM,680.0,4.0,Rejected
725,3.13,Humanities,640.0,6.0,Rejected
726,3.39,STEM,730.0,5.0,Rejected
727,3.24,Humanities,580.0,4.0,Rejected
728,3.32,STEM,640.0,6.0,Waitlist
729,2.89,Humanities,580.0,4.0,Rejected
730,3.22,Humanities,600.0,5.0,Rejected
731,3.42,Business,690.0,6.0,Waitlist
732,3.37,Business,710.0,5.0,Waitlist
733,3.3,Humanities,700.0,6.0,Rejected
734,3.16,Business,640.0,5.0,Rejected
735,3.02,Business,570.0,4.0,Rejected
736,3.18,Humanities,660.0,4.0,Rejected
737,3.36,Humanities,640.0,3.0,Rejected
738,3.19,Business,660.0,2.0,Rejected
739,3.28,Humanities,670.0,6.0,Rejected
740,3.28,STEM,610.0,5.0,Rejected
741,3.33,Business,640.0,5.0,Rejected
742,3.18,Business,730.0,4.0,Rejected
743,3.35,STEM,650.0,5.0,Rejected
744,3.01,STEM,650.0,5.0,Rejected
745,2.98,Business,570.0,5.0,Rejected
746,3.29,Humanities,710.0,4.0,Admit
747,3.31,Humanities,670.0,4.0,Admit
748,3.37,Humanities,700.0,4.0,Admit
749,3.29,Business,730.0,5.0,Rejected
750,3.29,STEM,750.0,6.0,Waitlist
751,3.26,Humanities,690.0,4.0,Rejected
752,3.63,Business,700.0,6.0,Admit
753,3.24,Humanities,670.0,5.0,Admit
754,3.27,STEM,600.0,3.0,Rejected
755,3.45,Business,700.0,5.0,Admit
756,3.0,Humanities,670.0,4.0,Rejected
757,3.18,Humanities,620.0,4.0,Rejected
758,3.31,Business,630.0,3.0,Rejected
759,3.16,Humanities,720.0,6.0,Rejected
760,3.41,Humanities,690.0,5.0,Waitlist
761,3.1,Humanities,630.0,6.0,Rejected
762,3.22,Humanities,650.0,6.0,Rejected
763,3.29,Business,680.0,5.0,Rejected
764,3.35,Humanities,720.0,7.0,Admit
765,3.08,STEM,570.0,4.0,Rejected
766,3.65,Humanities,630.0,6.0,Waitlist
767,3.46,Humanities,770.0,6.0,Rejected
768,3.26,STEM,670.0,6.0,Rejected
769,3.3,Humanities,640.0,6.0,Rejected
770,3.07,Humanities,620.0,6.0,Waitlist
771,3.08,STEM,610.0,5.0,Rejected
772,2.9,STEM,650.0,5.0,Waitlist
773,3.18,Humanities,690.0,4.0,Rejected
774,3.15,Humanities,640.0,5.0,Rejected
775,3.2,Humanities,570.0,3.0,Rejected
776,3.18,Business,610.0,5.0,Rejected
777,3.31,Humanities,710.0,5.0,Rejected
778,3.24,Business,660.0,4.0,Rejected
779,3.51,STEM,700.0,5.0,Waitlist
780,3.35,Business,710.0,6.0,Rejected
781,3.49,STEM,690.0,6.0,Admit
782,3.35,STEM,620.0,6.0,Rejected
783,3.06,Humanities,580.0,3.0,Rejected
784,3.43,STEM,730.0,6.0,Rejected
785,3.36,STEM,620.0,6.0,Waitlist
786,3.26,Humanities,740.0,4.0,Admit
787,2.99,STEM,650.0,5.0,Rejected
788,3.17,Humanities,620.0,5.0,Rejected
789,3.24,Humanities,640.0,5.0,Waitlist
790,3.19,STEM,580.0,5.0,Rejected
791,3.21,Humanities,710.0,5.0,Rejected
792,3.09,Business,570.0,7.0,Rejected
793,3.39,STEM,610.0,6.0,Rejected
794,3.33,STEM,690.0,4.0,Admit
795,3.28,Humanities,650.0,5.0,Rejected
796,3.18,Business,650.0,5.0,Rejected
797,3.1,Business,570.0,4.0,Rejected
798,3.25,STEM,740.0,5.0,Rejected
799,3.17,Humanities,570.0,5.0,Rejected
800,3.27,Business,640.0,6.0,Rejected
801,3.36,STEM,640.0,3.0,Rejected
802,3.45,Business,680.0,5.0,Admit
803,3.16,Humanities,570.0,7.0,Rejected
804,3.32,Humanities,660.0,4.0,Rejected
805,3.09,Humanities,640.0,5.0,Rejected
806,3.26,Business,710.0,5.0,Admit
807,3.21,Humanities,630.0,4.0,Rejected
808,3.33,Humanities,680.0,4.0,Rejected
809,3.3,Humanities,680.0,5.0,Rejected
810,3.38,STEM,670.0,5.0,Rejected
811,3.39,Humanities,600.0,6.0,Rejected
812,3.41,STEM,670.0,4.0,Waitlist
813,3.11,STEM,620.0,4.0,Rejected
814,3.08,Humanities,610.0,6.0,Rejected
815,3.39,Business,680.0,4.0,Rejected
816,3.19,Humanities,570.0,3.0,Rejected
817,3.37,Business,640.0,3.0,Rejected
818,3.41,Business,720.0,4.0,Waitlist
819,3.17,Business,620.0,5.0,Waitlist
820,3.45,Humanities,640.0,6.0,Rejected
821,3.38,Humanities,700.0,6.0,Rejected
822,3.26,Business,680.0,7.0,Admit
823,3.47,Business,630.0,5.0,Rejected
824,3.28,Humanities,610.0,5.0,Waitlist
825,3.2,STEM,650.0,5.0,Rejected
826,3.26,STEM,630.0,6.0,Rejected
827,3.3,Humanities,670.0,4.0,Rejected
828,3.58,STEM,740.0,4.0,Admit
829,2.98,STEM,620.0,6.0,Rejected
830,3.2,STEM,650.0,6.0,Rejected
831,3.24,STEM,660.0,6.0,Rejected
832,3.49,Business,750.0,5.0,Rejected
833,3.42,STEM,640.0,4.0,Rejected
834,3.17,Business,630.0,6.0,Rejected
835,3.18,Business,570.0,4.0,Rejected
836,3.44,Business,740.0,6.0,Rejected
837,3.29,Humanities,680.0,4.0,Rejected
838,3.08,Humanities,610.0,4.0,Rejected
839,3.13,STEM,630.0,6.0,Waitlist
840,3.43,Business,610.0,6.0,Rejected
841,3.24,Business,620.0,7.0,Rejected
842,3.2,Humanities,600.0,5.0,Rejected
843,3.3,STEM,660.0,3.0,Admit
844,3.39,Business,670.0,6.0,Admit
845,3.19,STEM,690.0,5.0,Rejected
846,3.1,Humanities,600.0,4.0,Waitlist
847,3.33,STEM,700.0,4.0,Rejected
848,3.23,Business,620.0,6.0,Rejected
849,3.19,Humanities,610.0,6.0,Rejected
850,3.28,STEM,710.0,5.0,Admit
851,3.36,STEM,730.0,6.0,Rejected
852,3.1,STEM,580.0,5.0,Waitlist
853,3.23,Humanities,690.0,5.0,Admit
854,3.32,Business,700.0,5.0,Admit
855,3.37,Business,600.0,4.0,Rejected
856,3.58,Business,730.0,6.0,Rejected
857,3.19,Humanities,670.0,5.0,Rejected
858,3.45,STEM,710.0,4.0,Admit
859,3.26,Humanities,660.0,5.0,Rejected
860,3.38,Humanities,660.0,4.0,Rejected
861,3.03,STEM,640.0,5.0,Waitlist
862,3.0,STEM,590.0,6.0,Rejected
863,3.27,Humanities,680.0,7.0,Waitlist
864,3.23,Humanities,650.0,6.0,Rejected
865,3.05,Humanities,580.0,6.0,Rejected
866,3.04,STEM,610.0,5.0,Rejected
867,3.52,STEM,710.0,5.0,Admit
868,3.13,Business,670.0,7.0,Rejected
869,3.29,Humanities,690.0,3.0,Rejected
870,3.37,Business,640.0,7.0,Rejected
871,3.44,Humanities,720.0,5.0,Admit
872,3.45,Humanities,740.0,7.0,Rejected
873,3.21,Business,640.0,3.0,Rejected
874,3.31,Humanities,650.0,5.0,Rejected
875,2.98,Humanities,710.0,5.0,Rejected
876,3.26,Humanities,710.0,6.0,Rejected
877,3.56,Business,780.0,5.0,Rejected
878,3.17,Business,630.0,6.0,Rejected
879,3.28,STEM,670.0,5.0,Waitlist
880,3.08,Business,660.0,4.0,Rejected
881,3.41,Business,710.0,7.0,Admit
882,3.15,STEM,670.0,5.0,Rejected
883,3.37,Humanities,600.0,7.0,Rejected
884,3.23,Business,630.0,3.0,Rejected
885,3.33,Business,700.0,5.0,Admit
886,3.3,Humanities,690.0,7.0,Admit
887,3.32,Business,670.0,4.0,Rejected
888,3.28,Business,620.0,5.0,Rejected
889,3.27,Business,640.0,3.0,Rejected
890,3.4,Humanities,660.0,5.0,Rejected
891,3.12,Humanities,630.0,5.0,Rejected
892,3.49,Humanities,660.0,7.0,Rejected
893,3.1,Humanities,590.0,5.0,Rejected
894,3.51,STEM,600.0,6.0,Rejected
895,3.32,Humanities,660.0,7.0,Waitlist
896,3.29,Humanities,760.0,5.0,Admit
897,3.52,STEM,760.0,5.0,Rejected
898,3.24,Business,630.0,6.0,Rejected
899,3.2,Business,700.0,5.0,Rejected
900,3.04,Business,580.0,4.0,Rejected
901,3.21,STEM,620.0,4.0,Rejected
902,3.06,Humanities,580.0,5.0,Rejected
903,3.34,Humanities,660.0,6.0,Admit
904,3.23,Humanities,710.0,6.0,Admit
905,3.16,STEM,620.0,6.0,Rejected
906,3.19,Humanities,680.0,7.0,Rejected
907,2.93,Business,610.0,3.0,Rejected
908,3.22,Business,710.0,6.0,Rejected
909,3.13,Humanities,640.0,7.0,Rejected
910,3.56,STEM,680.0,4.0,Rejected
911,3.41,STEM,710.0,6.0,Admit
912,3.38,STEM,680.0,5.0,Rejected
913,3.1,Humanities,590.0,4.0,Rejected
914,3.21,STEM,690.0,5.0,Rejected
915,3.29,Humanities,600.0,5.0,Rejected
916,3.2,STEM,600.0,4.0,Rejected
917,3.23,Humanities,590.0,4.0,Rejected
918,3.19,Business,680.0,5.0,Rejected
919,3.46,Business,680.0,6.0,Rejected
920,3.13,Humanities,680.0,6.0,Rejected
921,3.45,Business,710.0,4.0,Admit
922,3.49,Business,780.0,5.0,Rejected
923,2.99,Business,580.0,7.0,Rejected
924,3.17,STEM,700.0,5.0,Rejected
925,3.36,Humanities,660.0,5.0,Admit
926,3.29,STEM,610.0,8.0,Rejected
927,3.42,STEM,780.0,6.0,Admit
928,3.74,Humanities,700.0,5.0,Rejected
929,3.08,Business,650.0,5.0,Rejected
930,3.21,Humanities,640.0,5.0,Rejected
931,3.31,Business,660.0,4.0,Admit
932,3.17,Humanities,590.0,5.0,Rejected
933,3.22,STEM,600.0,4.0,Rejected
934,3.33,STEM,750.0,5.0,Admit
935,3.21,Humanities,630.0,5.0,Rejected
936,3.24,Business,570.0,4.0,Rejected
937,3.4,Humanities,760.0,6.0,Rejected
938,3.21,Humanities,690.0,3.0,Admit
939,3.36,STEM,700.0,4.0,Rejected
940,3.13,STEM,610.0,3.0,Rejected
941,3.08,STEM,570.0,4.0,Rejected
942,3.35,Humanities,590.0,5.0,Rejected
943,3.39,STEM,690.0,6.0,Admit
944,3.33,Humanities,690.0,5.0,Rejected
945,2.99,Humanities,620.0,6.0,Rejected
946,3.29,Business,690.0,5.0,Rejected
947,3.37,Humanities,640.0,7.0,Rejected
948,2.95,STEM,570.0,5.0,Rejected
949,3.25,Business,610.0,5.0,Rejected
950,3.37,Business,580.0,5.0,Rejected
951,3.03,Humanities,590.0,4.0,Rejected
952,3.28,Humanities,780.0,6.0,Rejected
953,3.28,Humanities,570.0,4.0,Rejected
954,3.27,STEM,590.0,5.0,Rejected
955,3.24,Business,670.0,5.0,Rejected
956,3.19,Business,650.0,4.0,Rejected
957,3.17,STEM,580.0,5.0,Rejected
958,3.1,Business,660.0,5.0,Rejected
959,3.17,STEM,620.0,6.0,Rejected
960,3.45,Humanities,670.0,5.0,Admit
961,3.51,Humanities,750.0,6.0,Admit
962,3.17,STEM,670.0,7.0,Rejected
963,2.96,STEM,580.0,5.0,Rejected
964,3.16,Humanities,670.0,3.0,Rejected
965,3.21,Humanities,610.0,6.0,Rejected
966,3.44,STEM,720.0,5.0,Rejected
967,3.33,STEM,730.0,6.0,Admit
968,3.56,Humanities,700.0,6.0,Admit
969,3.29,STEM,670.0,5.0,Rejected
970,3.31,Business,610.0,7.0,Rejected
971,3.18,Business,670.0,6.0,Rejected
972,2.91,Business,620.0,3.0,Rejected
973,3.28,Business,620.0,4.0,Rejected
974,3.5,Humanities,750.0,5.0,Admit
975,3.41,Humanities,650.0,6.0,Rejected
976,3.31,Humanities,720.0,5.0,Rejected
977,3.33,Humanities,700.0,6.0,Rejected
978,3.21,STEM,610.0,6.0,Rejected
979,3.2,STEM,690.0,4.0,Rejected
980,3.32,Business,670.0,5.0,Rejected
981,3.24,STEM,620.0,4.0,Rejected
982,3.19,Business,630.0,5.0,Rejected
983,3.43,Humanities,680.0,5.0,Rejected
984,3.36,Humanities,650.0,5.0,Rejected
985,3.13,STEM,620.0,4.0,Rejected
986,3.21,Business,570.0,5.0,Rejected
987,3.15,STEM,670.0,7.0,Rejected
988,3.2,STEM,630.0,4.0,Rejected
989,3.2,Humanities,660.0,6.0,Admit
990,2.97,Humanities,620.0,5.0,Rejected
991,3.47,Business,680.0,4.0,Rejected
992,3.27,STEM,650.0,3.0,Rejected
993,2.92,Humanities,570.0,4.0,Rejected
994,3.46,Business,710.0,5.0,Admit
995,3.14,STEM,640.0,5.0,Rejected
996,3.29,Humanities,660.0,5.0,Rejected
997,3.16,Humanities,620.0,5.0,Rejected
998,3.55,STEM,780.0,5.0,Rejected
999,3.19,Humanities,640.0,6.0,Waitlist
1000,3.24,Humanities,670.0,5.0,Rejected
1001,3.21,Business,610.0,5.0,Rejected
1002,3.27,Humanities,660.0,3.0,Rejected
1003,3.42,Business,720.0,5.0,Rejected
1004,3.5,STEM,730.0,3.0,Rejected
1005,3.18,STEM,710.0,4.0,Rejected
1006,3.1,Humanities,570.0,5.0,Rejected
1007,3.39,STEM,620.0,6.0,Rejected
1008,3.41,Humanities,690.0,6.0,Admit
1009,3.09,Business,630.0,5.0,Rejected
1010,3.02,Business,660.0,5.0,Rejected
1011,3.17,Humanities,670.0,6.0,Rejected
1012,3.39,Business,690.0,4.0,Rejected
1013,3.44,STEM,690.0,5.0,Rejected
1014,3.38,Business,650.0,4.0,Rejected
1015,3.07,STEM,600.0,4.0,Rejected
1016,3.45,Humanities,710.0,7.0,Admit
1017,3.26,Humanities,690.0,5.0,Admit
1018,3.24,Humanities,720.0,4.0,Rejected
1019,3.12,STEM,570.0,5.0,Rejected
1020,3.25,Humanities,670.0,3.0,Admit
1021,3.24,Business,650.0,4.0,Waitlist
1022,3.25,STEM,640.0,6.0,Rejected
1023,3.39,Humanities,630.0,6.0,Rejected
1024,3.07,Business,620.0,4.0,Rejected
1025,3.16,Humanities,620.0,5.0,Rejected
1026,3.42,Business,700.0,5.0,Rejected
1027,3.11,Humanities,610.0,5.0,Rejected
1028,3.51,Humanities,710.0,6.0,Admit
1029,3.24,STEM,630.0,5.0,Rejected
1030,3.2,Business,630.0,3.0,Rejected
1031,3.25,STEM,580.0,4.0,Rejected
1032,3.32,STEM,700.0,5.0,Admit
1033,3.12,Business,610.0,5.0,Rejected
1034,3.44,Humanities,710.0,7.0,Admit
1035,3.17,Humanities,650.0,4.0,Rejected
1036,2.97,STEM,570.0,4.0,Rejected
1037,3.06,Business,660.0,6.0,Rejected
1038,3.21,Humanities,710.0,5.0,Rejected
1039,3.46,STEM,630.0,7.0,Rejected
1040,3.17,Humanities,670.0,5.0,Rejected
1041,3.3,STEM,690.0,5.0,Admit
1042,3.12,Business,620.0,4.0,Rejected
1043,3.28,Business,640.0,5.0,Rejected
1044,3.21,Humanities,690.0,5.0,Admit
1045,3.08,Humanities,630.0,6.0,Rejected
1046,3.03,STEM,600.0,4.0,Rejected
1047,3.4,STEM,580.0,5.0,Rejected
1048,3.39,Business,580.0,4.0,Rejected
1049,3.2,Business,580.0,6.0,Rejected
1050,3.24,Business,640.0,5.0,Rejected
1051,3.06,STEM,650.0,4.0,Rejected
1052,3.15,Humanities,570.0,5.0,Rejected
1053,3.21,Business,610.0,5.0,Rejected
1054,3.4,Humanities,730.0,5.0,Admit
1055,3.36,STEM,570.0,5.0,Rejected
1056,3.43,Business,670.0,5.0,Rejected
1057,3.2,Business,660.0,3.0,Rejected
1058,3.52,STEM,720.0,4.0,Rejected
1059,3.12,STEM,570.0,5.0,Rejected
1060,3.21,Humanities,570.0,5.0,Rejected
1061,3.33,Humanities,690.0,4.0,Rejected
1062,3.26,Humanities,750.0,7.0,Admit
1063,3.4,Business,590.0,4.0,Rejected
1064,3.06,Humanities,630.0,6.0,Rejected
1065,3.18,Business,650.0,4.0,Rejected
1066,2.78,STEM,600.0,7.0,Rejected
1067,3.11,Humanities,590.0,4.0,Rejected
1068,3.32,STEM,620.0,5.0,Rejected
1069,3.28,STEM,640.0,5.0,Rejected
1070,3.04,Humanities,630.0,6.0,Rejected
1071,3.31,Humanities,650.0,4.0,Rejected
1072,3.19,STEM,630.0,5.0,Rejected
1073,3.3,STEM,660.0,6.0,Admit
1074,3.15,Business,600.0,6.0,Rejected
1075,3.6,Business,780.0,5.0,Admit
1076,3.16,Humanities,620.0,5.0,Rejected
1077,3.45,Humanities,690.0,3.0,Admit
1078,3.57,STEM,680.0,6.0,Admit
1079,3.06,Business,730.0,5.0,Rejected
1080,3.02,Humanities,590.0,5.0,Rejected
1081,2.99,Business,640.0,8.0,Rejected
1082,3.18,Business,570.0,3.0,Rejected
1083,3.36,STEM,700.0,5.0,Rejected
1084,3.21,Humanities,610.0,5.0,Rejected
1085,3.34,Business,680.0,5.0,Rejected
1086,3.35,STEM,720.0,5.0,Admit
1087,3.34,Humanities,720.0,6.0,Rejected
1088,3.15,Humanities,600.0,6.0,Rejected
1089,3.21,Humanities,680.0,5.0,Rejected
1090,3.38,Business,700.0,6.0,Rejected
1091,3.29,Business,670.0,5.0,Rejected
1092,2.93,Humanities,570.0,6.0,Rejected
1093,3.03,STEM,660.0,5.0,Rejected
1094,3.14,Business,570.0,6.0,Rejected
1095,3.31,STEM,680.0,3.0,Admit
1096,3.21,Business,620.0,5.0,Rejected
1097,3.23,Business,690.0,5.0,Rejected
1098,3.22,Business,620.0,4.0,Rejected
1099,3.07,STEM,580.0,8.0,Rejected
1100,3.29,Humanities,730.0,5.0,Rejected
1101,3.25,Humanities,730.0,5.0,Rejected
1102,3.06,Business,660.0,6.0,Rejected
1103,3.35,Humanities,720.0,5.0,Rejected
1104,3.25,Humanities,620.0,5.0,Rejected
1105,3.13,Business,600.0,6.0,Rejected
1106,3.25,STEM,610.0,5.0,Rejected
1107,3.04,STEM,650.0,4.0,Rejected
1108,3.17,STEM,570.0,5.0,Rejected
1109,3.33,STEM,700.0,5.0,Rejected
1110,3.27,Business,660.0,6.0,Rejected
1111,3.34,Humanities,610.0,5.0,Rejected
1112,3.05,Humanities,620.0,4.0,Rejected
1113,3.42,Business,680.0,7.0,Rejected
1114,3.22,STEM,630.0,6.0,Rejected
1115,3.14,Humanities,730.0,5.0,Rejected
1116,3.31,Humanities,660.0,4.0,Rejected
1117,3.57,Business,680.0,4.0,Admit
1118,3.45,Humanities,660.0,4.0,Rejected
1119,3.07,STEM,660.0,5.0,Rejected
1120,3.2,Business,610.0,5.0,Rejected
1121,3.35,Business,700.0,6.0,Admit
1122,3.66,Humanities,730.0,6.0,Rejected
1123,3.32,Humanities,710.0,5.0,Rejected
1124,3.29,STEM,710.0,5.0,Admit
1125,3.07,Humanities,640.0,6.0,Rejected
1126,3.26,Humanities,670.0,5.0,Admit
1127,3.41,Humanities,640.0,5.0,Rejected
1128,3.33,Business,680.0,7.0,Rejected
1129,3.4,Business,710.0,5.0,Rejected
1130,3.36,Business,610.0,5.0,Rejected
1131,3.58,Humanities,720.0,5.0,Admit
1132,3.29,Humanities,660.0,4.0,Rejected
1133,3.19,Humanities,640.0,4.0,Rejected
1134,3.43,Humanities,720.0,3.0,Rejected
1135,3.25,STEM,600.0,5.0,Rejected
1136,3.16,Business,610.0,4.0,Rejected
1137,3.24,Business,580.0,6.0,Rejected
1138,3.36,Humanities,690.0,5.0,Rejected
1139,3.13,Business,700.0,7.0,Rejected
1140,3.14,STEM,660.0,7.0,Rejected
1141,3.29,Humanities,690.0,5.0,Admit
1142,3.54,Humanities,710.0,4.0,Rejected
1143,3.24,Business,670.0,4.0,Rejected
1144,2.97,Business,610.0,5.0,Rejected
1145,3.34,Business,630.0,4.0,Rejected
1146,3.39,STEM,700.0,4.0,Admit
1147,3.21,Humanities,650.0,6.0,Rejected
1148,3.4,STEM,750.0,4.0,Admit
1149,3.08,STEM,660.0,5.0,Rejected
1150,3.17,Business,590.0,6.0,Rejected
1151,3.31,STEM,660.0,6.0,Waitlist
1152,3.38,Humanities,680.0,5.0,Rejected
1153,3.23,Humanities,610.0,6.0,Rejected
1154,3.44,Humanities,680.0,6.0,Rejected
1155,3.19,STEM,680.0,4.0,Rejected
1156,3.32,Humanities,710.0,6.0,Admit
1157,3.32,Business,770.0,5.0,Admit
1158,2.81,Business,570.0,5.0,Rejected
1159,2.97,Business,600.0,2.0,Rejected
1160,3.53,Humanities,780.0,5.0,Rejected
1161,3.33,STEM,680.0,4.0,Rejected
1162,3.06,STEM,610.0,3.0,Rejected
1163,3.24,Humanities,670.0,4.0,Waitlist
1164,3.32,Humanities,720.0,5.0,Rejected
1165,3.61,Humanities,760.0,3.0,Rejected
1166,3.23,Humanities,630.0,4.0,Rejected
1167,3.47,STEM,700.0,5.0,Admit
1168,3.13,Humanities,620.0,5.0,Rejected
1169,3.47,STEM,740.0,3.0,Admit
1170,3.28,Humanities,680.0,5.0,Rejected
1171,3.15,Humanities,610.0,5.0,Rejected
1172,3.28,Humanities,590.0,5.0,Rejected
1173,3.35,STEM,630.0,4.0,Rejected
1174,3.31,STEM,680.0,6.0,Admit
1175,3.06,Humanities,660.0,5.0,Rejected
1176,3.2,Humanities,680.0,5.0,Rejected
1177,3.24,STEM,610.0,6.0,Rejected
1178,3.28,Business,690.0,6.0,Rejected
1179,3.2,Business,640.0,5.0,Rejected
1180,3.25,STEM,670.0,5.0,Rejected
1181,3.26,STEM,720.0,4.0,Admit
1182,2.91,STEM,580.0,3.0,Rejected
1183,2.95,STEM,570.0,4.0,Rejected
1184,3.3,Humanities,650.0,5.0,Rejected
1185,3.2,Humanities,640.0,4.0,Rejected
1186,3.74,Humanities,760.0,4.0,Admit
1187,3.49,Business,690.0,6.0,Rejected
1188,3.38,Humanities,700.0,6.0,Waitlist
1189,3.25,Humanities,710.0,3.0,Rejected
1190,3.12,Humanities,620.0,7.0,Rejected
1191,3.55,Humanities,670.0,3.0,Rejected
1192,3.34,STEM,620.0,6.0,Rejected
1193,3.02,Humanities,590.0,4.0,Rejected
1194,3.4,Business,650.0,4.0,Rejected
1195,3.59,Humanities,710.0,6.0,Rejected
1196,3.5,STEM,730.0,5.0,Admit
1197,3.24,STEM,620.0,5.0,Rejected
1198,3.35,Humanities,670.0,5.0,Admit
1199,3.18,STEM,650.0,6.0,Rejected
1200,3.56,Humanities,650.0,5.0,Rejected
1201,3.24,STEM,570.0,7.0,Rejected
1202,3.13,STEM,620.0,5.0,Rejected
1203,3.26,Humanities,760.0,6.0,Rejected
1204,3.11,Humanities,600.0,3.0,Rejected
1205,3.09,Business,620.0,5.0,Rejected
1206,3.18,Humanities,630.0,6.0,Rejected
1207,3.13,STEM,660.0,5.0,Rejected
1208,3.27,Humanities,760.0,6.0,Rejected
1209,3.41,Business,620.0,3.0,Rejected
