age,education.num,occupation,race,sex,hours.per.week,income
50,14,Prof-specialty,White,Female,40,>50K
32,13,Prof-specialty,White,Female,32,>50K
41,9,Prof-specialty,White,Male,40,>50K
54,9,Exec-managerial,White,Male,55,>50K
34,12,Sales,Black,Male,50,>50K
41,13,Exec-managerial,White,Male,55,>50K
39,15,Prof-specialty,White,Male,50,>50K
42,14,Prof-specialty,White,Male,40,>50K
31,13,Sales,White,Male,45,>50K
45,11,Prof-specialty,White,Male,42,>50K
41,13,Tech-support,White,Male,42,>50K
48,14,Exec-managerial,White,Female,38,>50K
32,9,Farming-fishing,White,Male,55,>50K
41,10,Machine-op-inspct,Black,Male,40,>50K
31,13,Exec-managerial,White,Female,40,>50K
30,10,Exec-managerial,Asian-Pac-Islander,Male,40,>50K
41,10,Exec-managerial,White,Female,40,>50K
48,14,Prof-specialty,White,Male,40,>50K
60,16,Prof-specialty,White,Male,40,>50K
38,13,Exec-managerial,Asian-Pac-Islander,Male,65,>50K
46,3,Transport-moving,Amer-Indian-Eskimo,Male,40,<=50K
28,10,Sales,White,Male,55,>50K
64,16,Exec-managerial,White,Male,60,>50K
42,14,Prof-specialty,White,Male,50,>50K
43,11,Tech-support,White,Female,32,>50K
61,10,Sales,White,Male,35,>50K
48,16,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
46,14,Exec-managerial,White,Male,45,>50K
44,13,Exec-managerial,White,Male,50,>50K
39,10,Exec-managerial,White,Male,50,>50K
46,13,Sales,White,Male,40,>50K
48,16,Prof-specialty,White,Male,50,>50K
27,7,Craft-repair,White,Male,40,>50K
22,10,Sales,White,Male,37,<=50K
51,13,Exec-managerial,White,Male,40,<=50K
48,10,Protective-serv,White,Male,40,>50K
52,11,Craft-repair,White,Male,40,>50K
31,9,Craft-repair,White,Male,40,>50K
53,13,Adm-clerical,White,Male,40,>50K
51,14,Prof-specialty,White,Male,60,>50K
46,16,Prof-specialty,White,Female,52,>50K
25,10,Adm-clerical,Black,Male,36,>50K
46,9,Craft-repair,Black,Male,40,>50K
57,9,Sales,White,Male,30,>50K
44,13,Prof-specialty,White,Male,50,>50K
42,9,Transport-moving,White,Male,50,>50K
42,14,Adm-clerical,White,Male,40,>50K
30,13,Prof-specialty,White,Male,55,>50K
54,16,Exec-managerial,White,Male,50,>50K
46,15,Prof-specialty,White,Male,45,>50K
33,13,Adm-clerical,White,Male,50,>50K
38,10,Exec-managerial,White,Male,50,>50K
50,14,Craft-repair,White,Male,45,>50K
46,7,Craft-repair,White,Male,40,>50K
41,14,Sales,White,Female,35,>50K
56,13,Prof-specialty,White,Male,65,>50K
39,13,Prof-specialty,White,Male,50,>50K
46,16,Prof-specialty,White,Male,50,>50K
48,4,Transport-moving,White,Male,40,<=50K
35,16,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
56,10,Craft-repair,White,Male,60,>50K
49,9,Exec-managerial,White,Male,60,>50K
61,15,Prof-specialty,White,Male,40,>50K
43,9,Craft-repair,White,Male,40,>50K
37,9,Craft-repair,White,Male,50,<=50K
43,13,Machine-op-inspct,White,Male,40,>50K
41,9,Sales,White,Male,40,>50K
30,13,Adm-clerical,White,Male,40,>50K
58,10,Protective-serv,White,Male,40,>50K
40,9,Prof-specialty,White,Male,40,>50K
44,14,Exec-managerial,White,Male,40,>50K
40,13,Exec-managerial,White,Male,32,>50K
58,9,Craft-repair,White,Male,40,<=50K
48,9,Craft-repair,White,Male,40,>50K
49,9,Machine-op-inspct,White,Male,40,<=50K
50,13,Exec-managerial,White,Male,50,>50K
43,13,Sales,White,Male,55,>50K
53,9,Transport-moving,White,Male,40,>50K
42,16,Prof-specialty,White,Male,50,>50K
56,9,Sales,White,Male,40,>50K
44,13,Exec-managerial,White,Male,56,>50K
29,13,Prof-specialty,White,Female,50,>50K
35,9,Sales,White,Male,40,>50K
44,9,Sales,White,Male,40,>50K
34,13,Protective-serv,White,Male,48,>50K
42,14,Prof-specialty,Asian-Pac-Islander,Male,55,>50K
43,13,Prof-specialty,White,Male,40,>50K
57,11,Prof-specialty,White,Male,45,<=50K
45,10,Craft-repair,White,Male,40,>50K
32,13,Exec-managerial,White,Male,60,>50K
33,13,Adm-clerical,White,Male,45,>50K
43,10,Exec-managerial,White,Male,15,>50K
32,9,Sales,White,Male,50,>50K
36,9,Craft-repair,White,Male,48,>50K
50,9,Sales,White,Male,60,>50K
27,9,Transport-moving,White,Male,45,<=50K
60,15,Exec-managerial,White,Male,40,>50K
53,14,Exec-managerial,White,Male,50,>50K
61,16,Prof-specialty,White,Male,40,>50K
32,13,Sales,White,Male,40,>50K
52,13,Exec-managerial,White,Male,60,>50K
37,9,Exec-managerial,White,Male,55,>50K
33,9,Tech-support,White,Female,40,>50K
57,16,Sales,White,Male,40,>50K
43,9,Craft-repair,White,Male,99,>50K
50,9,Exec-managerial,White,Male,40,>50K
43,10,Craft-repair,White,Male,40,>50K
45,9,Other-service,White,Male,40,>50K
37,9,Sales,White,Male,45,>50K
31,14,Prof-specialty,White,Male,43,>50K
33,12,Craft-repair,White,Male,50,>50K
56,9,Other-service,White,Male,50,>50K
43,10,Prof-specialty,White,Female,50,>50K
52,6,Craft-repair,White,Male,47,>50K
38,13,Prof-specialty,White,Male,40,>50K
40,4,Craft-repair,Black,Male,40,>50K
57,9,Transport-moving,White,Male,40,>50K
41,10,Craft-repair,White,Male,50,>50K
37,9,Exec-managerial,White,Male,50,>50K
42,9,Craft-repair,White,Male,40,>50K
44,14,Prof-specialty,White,Male,35,>50K
39,13,Exec-managerial,White,Male,50,>50K
53,10,Exec-managerial,Asian-Pac-Islander,Female,40,>50K
51,10,Exec-managerial,White,Male,65,>50K
38,13,Exec-managerial,White,Male,50,>50K
43,10,Protective-serv,White,Male,40,>50K
33,12,Exec-managerial,White,Male,60,>50K
43,13,Sales,White,Male,40,>50K
35,13,Exec-managerial,White,Male,45,>50K
41,10,Exec-managerial,White,Male,50,>50K
45,10,Craft-repair,White,Male,40,>50K
59,9,Machine-op-inspct,White,Male,40,>50K
30,14,Prof-specialty,White,Male,45,>50K
32,13,Protective-serv,White,Male,45,>50K
39,13,Protective-serv,White,Male,60,>50K
43,13,Prof-specialty,White,Female,70,>50K
32,13,Exec-managerial,White,Male,55,>50K
39,9,Protective-serv,White,Male,40,>50K
37,13,Prof-specialty,White,Male,40,>50K
34,10,Exec-managerial,White,Female,40,>50K
46,10,Tech-support,White,Male,45,>50K
51,16,Prof-specialty,White,Male,40,>50K
29,9,Sales,White,Male,55,>50K
34,13,Prof-specialty,White,Female,40,>50K
50,10,Craft-repair,White,Male,35,>50K
34,10,Handlers-cleaners,White,Male,40,>50K
58,6,Transport-moving,White,Male,40,>50K
56,3,Exec-managerial,White,Male,67,>50K
34,13,Prof-specialty,Black,Male,48,>50K
36,13,Prof-specialty,White,Male,40,>50K
46,9,Machine-op-inspct,White,Male,40,>50K
35,13,Exec-managerial,Asian-Pac-Islander,Male,50,>50K
50,9,Exec-managerial,White,Male,40,>50K
27,13,Exec-managerial,White,Male,45,>50K
32,12,Craft-repair,White,Male,40,>50K
44,9,Exec-managerial,White,Male,70,>50K
39,9,Sales,White,Male,46,>50K
33,9,Adm-clerical,White,Female,20,>50K
59,9,Craft-repair,White,Male,40,>50K
59,10,Craft-repair,White,Male,55,>50K
51,10,Sales,White,Male,40,>50K
37,11,Craft-repair,White,Male,40,>50K
57,9,Tech-support,Black,Male,40,>50K
25,11,Prof-specialty,White,Female,40,>50K
54,9,Transport-moving,White,Male,65,>50K
47,10,Transport-moving,White,Male,40,>50K
52,16,Prof-specialty,White,Male,70,>50K
40,13,Prof-specialty,White,Male,40,>50K
27,13,Machine-op-inspct,White,Male,60,>50K
31,13,Exec-managerial,Black,Male,40,>50K
41,9,Sales,White,Male,55,>50K
41,9,Transport-moving,White,Male,45,>50K
50,9,Exec-managerial,Black,Male,55,>50K
36,10,Machine-op-inspct,White,Male,40,>50K
27,9,Adm-clerical,Black,Female,40,>50K
46,10,Sales,White,Male,40,>50K
61,9,Exec-managerial,White,Male,40,>50K
39,13,Prof-specialty,White,Male,40,>50K
47,9,Transport-moving,White,Male,45,>50K
45,9,Machine-op-inspct,White,Male,40,>50K
55,9,Tech-support,White,Female,40,>50K
38,7,Exec-managerial,White,Male,45,>50K
57,13,Sales,White,Male,55,>50K
38,6,Sales,White,Male,40,>50K
28,13,Adm-clerical,White,Male,40,>50K
40,10,Handlers-cleaners,White,Male,40,>50K
36,13,Prof-specialty,White,Male,50,>50K
36,9,Craft-repair,White,Male,60,>50K
30,9,Exec-managerial,White,Male,50,>50K
35,9,Adm-clerical,White,Female,42,>50K
32,9,Transport-moving,White,Male,60,>50K
55,9,Handlers-cleaners,White,Male,40,>50K
29,9,Machine-op-inspct,White,Male,30,>50K
37,12,Sales,White,Male,40,>50K
36,11,Exec-managerial,White,Male,50,>50K
40,16,Prof-specialty,White,Male,50,>50K
26,14,Prof-specialty,White,Male,40,>50K
44,14,Prof-specialty,White,Male,60,>50K
47,13,Exec-managerial,White,Male,40,>50K
35,14,Prof-specialty,White,Male,40,>50K
58,10,Sales,White,Male,40,>50K
41,9,Sales,White,Male,55,>50K
41,9,Craft-repair,White,Male,40,>50K
38,16,Exec-managerial,White,Male,50,>50K
47,13,Sales,White,Male,40,>50K
39,9,Transport-moving,Black,Male,40,>50K
42,10,Sales,White,Male,50,>50K
42,13,Sales,White,Male,40,>50K
37,11,Prof-specialty,White,Female,35,>50K
41,13,Prof-specialty,White,Male,40,>50K
51,9,Craft-repair,White,Male,40,>50K
50,13,Craft-repair,White,Male,50,>50K
43,6,Machine-op-inspct,Black,Male,40,>50K
28,12,Tech-support,White,Male,70,>50K
35,12,Sales,White,Male,45,>50K
59,9,Exec-managerial,White,Male,40,>50K
28,13,Prof-specialty,White,Male,40,>50K
42,15,Prof-specialty,White,Male,40,>50K
51,14,Exec-managerial,White,Male,47,>50K
54,14,Exec-managerial,White,Male,44,>50K
45,9,Craft-repair,White,Male,40,>50K
38,13,Prof-specialty,Black,Female,40,>50K
46,14,Armed-Forces,White,Male,40,>50K
33,10,Protective-serv,White,Male,40,>50K
36,13,Exec-managerial,White,Male,40,>50K
36,16,Prof-specialty,White,Male,50,>50K
61,10,Adm-clerical,White,Male,40,>50K
30,9,Craft-repair,White,Male,48,>50K
50,11,Prof-specialty,White,Female,36,>50K
58,11,Craft-repair,White,Male,48,>50K
43,13,Machine-op-inspct,White,Male,40,>50K
40,10,Craft-repair,White,Male,68,>50K
55,9,Tech-support,White,Male,40,>50K
52,13,Exec-managerial,White,Male,40,>50K
44,10,Craft-repair,White,Male,55,>50K
39,15,Prof-specialty,White,Male,50,>50K
45,13,Sales,White,Male,60,>50K
42,13,Prof-specialty,White,Male,40,>50K
29,10,Exec-managerial,White,Male,50,>50K
46,10,Transport-moving,White,Male,40,>50K
55,13,Exec-managerial,White,Male,40,>50K
33,15,Prof-specialty,White,Male,40,>50K
44,10,Transport-moving,White,Male,60,>50K
37,13,Exec-managerial,White,Male,47,>50K
64,12,Sales,White,Male,50,>50K
43,14,Prof-specialty,White,Male,45,>50K
36,13,Sales,White,Male,35,>50K
55,13,Exec-managerial,White,Male,40,>50K
34,9,Exec-managerial,White,Male,45,>50K
29,11,Machine-op-inspct,White,Male,48,>50K
37,10,Exec-managerial,Black,Male,60,>50K
42,13,Adm-clerical,Asian-Pac-Islander,Female,40,>50K
41,12,Craft-repair,White,Male,40,>50K
45,10,Craft-repair,White,Male,40,>50K
35,9,Sales,Asian-Pac-Islander,Male,50,>50K
61,11,Craft-repair,White,Male,60,>50K
49,10,Exec-managerial,White,Male,40,>50K
52,9,Farming-fishing,White,Male,60,>50K
46,12,Protective-serv,White,Male,50,>50K
23,14,Prof-specialty,Asian-Pac-Islander,Male,50,>50K
36,10,Craft-repair,White,Male,40,>50K
43,9,Exec-managerial,Other,Male,40,>50K
35,14,Prof-specialty,White,Male,40,>50K
39,9,Machine-op-inspct,White,Male,40,>50K
39,13,Exec-managerial,White,Male,40,>50K
47,14,Prof-specialty,White,Male,50,>50K
53,10,Protective-serv,White,Male,40,>50K
53,10,Transport-moving,White,Male,45,>50K
26,14,Prof-specialty,White,Female,40,<=50K
52,9,Sales,White,Male,50,<=50K
61,3,Transport-moving,White,Male,56,<=50K
28,9,Protective-serv,Black,Male,40,<=50K
42,14,Prof-specialty,White,Female,40,<=50K
44,14,Prof-specialty,White,Male,42,<=50K
51,9,Machine-op-inspct,White,Male,40,<=50K
39,9,Craft-repair,White,Male,40,<=50K
36,13,Prof-specialty,White,Male,44,<=50K
45,10,Exec-managerial,White,Male,50,<=50K
27,13,Exec-managerial,White,Male,40,<=50K
40,14,Adm-clerical,White,Female,35,<=50K
25,13,Sales,White,Female,40,<=50K
47,9,Sales,White,Male,40,<=50K
32,13,Prof-specialty,White,Male,50,<=50K
53,9,Adm-clerical,White,Female,38,<=50K
32,10,Sales,White,Male,60,<=50K
49,9,Craft-repair,White,Male,40,<=50K
27,11,Prof-specialty,White,Female,36,<=50K
26,13,Exec-managerial,White,Male,38,<=50K
60,9,Other-service,Black,Male,50,<=50K
56,14,Sales,White,Male,60,<=50K
58,12,Adm-clerical,White,Male,40,<=50K
39,13,Sales,White,Male,50,<=50K
53,14,Prof-specialty,White,Female,38,<=50K
27,10,Craft-repair,Asian-Pac-Islander,Male,45,<=50K
46,14,Prof-specialty,White,Female,60,<=50K
30,9,Exec-managerial,White,Male,45,<=50K
38,9,Craft-repair,White,Male,40,<=50K
41,13,Prof-specialty,White,Female,40,<=50K
27,9,Transport-moving,White,Male,75,<=50K
43,13,Tech-support,White,Male,40,<=50K
30,13,Prof-specialty,White,Male,40,<=50K
25,13,Prof-specialty,White,Female,40,<=50K
26,13,Exec-managerial,White,Male,38,<=50K
53,13,Prof-specialty,White,Female,54,<=50K
39,7,Craft-repair,White,Male,46,<=50K
47,10,Prof-specialty,White,Female,40,<=50K
44,10,Craft-repair,White,Male,55,<=50K
61,9,Farming-fishing,White,Male,60,>50K
44,12,Craft-repair,White,Male,40,>50K
28,9,Craft-repair,White,Male,42,>50K
34,13,Prof-specialty,White,Male,40,>50K
39,13,Sales,White,Male,40,>50K
41,11,Tech-support,White,Male,48,>50K
35,13,Exec-managerial,White,Male,70,>50K
34,9,Craft-repair,White,Male,50,>50K
30,12,Exec-managerial,White,Male,50,>50K
30,9,Craft-repair,White,Male,50,>50K
33,13,Adm-clerical,White,Male,45,>50K
31,9,Craft-repair,White,Male,40,>50K
50,9,Tech-support,White,Male,40,>50K
27,9,Prof-specialty,White,Male,45,>50K
37,9,Exec-managerial,White,Male,65,>50K
30,9,Craft-repair,White,Male,40,>50K
49,10,Prof-specialty,White,Male,44,>50K
52,14,Prof-specialty,Black,Female,40,>50K
39,8,Transport-moving,White,Male,40,>50K
37,9,Machine-op-inspct,White,Male,48,>50K
39,14,Prof-specialty,White,Male,50,>50K
38,13,Exec-managerial,White,Male,54,>50K
44,13,Prof-specialty,White,Male,40,>50K
45,10,Craft-repair,White,Male,40,>50K
54,9,Sales,White,Male,40,>50K
58,12,Machine-op-inspct,Black,Male,40,>50K
36,13,Adm-clerical,White,Male,55,>50K
45,5,Other-service,White,Male,40,>50K
46,11,Tech-support,White,Male,40,>50K
41,9,Sales,White,Male,45,>50K
41,14,Exec-managerial,White,Male,40,>50K
34,9,Craft-repair,White,Male,50,>50K
33,16,Prof-specialty,White,Male,40,>50K
63,13,Sales,White,Male,40,>50K
56,10,Sales,White,Male,50,>50K
48,9,Tech-support,White,Female,40,>50K
40,12,Exec-managerial,White,Male,55,>50K
59,10,Exec-managerial,White,Male,45,>50K
32,13,Sales,White,Male,50,>50K
29,13,Prof-specialty,White,Male,60,>50K
41,9,Craft-repair,White,Male,40,>50K
30,10,Sales,White,Male,40,>50K
34,14,Machine-op-inspct,White,Male,40,>50K
41,10,Transport-moving,White,Male,65,>50K
46,13,Prof-specialty,White,Male,45,>50K
39,14,Exec-managerial,White,Male,45,>50K
26,9,Craft-repair,Black,Male,60,>50K
27,13,Sales,White,Male,55,>50K
61,13,Prof-specialty,White,Male,40,>50K
37,13,Exec-managerial,White,Female,40,>50K
67,10,Sales,White,Male,70,<=50K
66,9,Sales,White,Male,10,>50K
74,13,Exec-managerial,White,Male,12,>50K
66,9,Exec-managerial,White,Male,40,>50K
71,10,Sales,Black,Male,2,<=50K
80,10,Prof-specialty,White,Male,60,<=50K
24,9,Other-service,White,Female,40,<=50K
28,10,Transport-moving,White,Male,40,<=50K
59,9,Sales,White,Female,30,<=50K
24,9,Sales,White,Female,32,<=50K
24,10,Sales,White,Male,40,<=50K
52,9,Sales,White,Female,40,<=50K
39,13,Adm-clerical,White,Male,40,<=50K
43,9,Other-service,Black,Female,35,<=50K
22,6,Sales,White,Female,25,<=50K
30,12,Adm-clerical,White,Female,40,<=50K
21,7,Handlers-cleaners,White,Male,40,<=50K
24,9,Protective-serv,White,Female,40,<=50K
21,10,Sales,White,Female,28,<=50K
49,14,Exec-managerial,White,Male,45,>50K
52,13,Prof-specialty,White,Female,40,>50K
38,10,Craft-repair,White,Male,40,<=50K
30,13,Sales,White,Male,48,<=50K
38,13,Exec-managerial,Asian-Pac-Islander,Male,40,<=50K
25,8,Machine-op-inspct,White,Male,40,<=50K
34,13,Exec-managerial,White,Female,45,<=50K
24,13,Prof-specialty,White,Male,45,<=50K
25,13,Prof-specialty,White,Male,40,<=50K
31,13,Exec-managerial,White,Male,38,<=50K
39,13,Adm-clerical,White,Male,40,<=50K
35,9,Transport-moving,White,Male,60,<=50K
31,6,Transport-moving,White,Male,40,<=50K
30,9,Machine-op-inspct,White,Male,42,<=50K
42,14,Prof-specialty,White,Female,35,<=50K
42,10,Exec-managerial,White,Female,50,<=50K
41,13,Prof-specialty,White,Female,40,<=50K
46,9,Craft-repair,White,Male,40,<=50K
34,13,Exec-managerial,White,Male,40,<=50K
36,13,Exec-managerial,White,Male,40,<=50K
36,13,Sales,White,Female,40,<=50K
44,12,Adm-clerical,Black,Female,40,<=50K
28,9,Other-service,White,Female,52,<=50K
52,9,Adm-clerical,White,Female,38,<=50K
43,13,Adm-clerical,White,Male,40,<=50K
45,9,Machine-op-inspct,White,Female,40,<=50K
30,13,Prof-specialty,White,Male,45,<=50K
50,10,Adm-clerical,White,Male,48,<=50K
41,13,Prof-specialty,White,Female,20,<=50K
31,10,Adm-clerical,White,Female,20,<=50K
27,9,Craft-repair,White,Male,40,<=50K
63,13,Sales,White,Male,35,<=50K
33,9,Adm-clerical,White,Female,25,<=50K
28,9,Transport-moving,White,Male,40,<=50K
34,10,Craft-repair,White,Male,40,<=50K
31,11,Craft-repair,White,Male,40,<=50K
30,15,Prof-specialty,Black,Male,40,<=50K
47,12,Protective-serv,White,Male,40,<=50K
35,9,Craft-repair,White,Male,40,<=50K
32,10,Sales,White,Male,47,<=50K
33,10,Sales,White,Male,50,<=50K
38,9,Craft-repair,White,Male,48,<=50K
35,10,Sales,White,Male,40,<=50K
42,9,Transport-moving,White,Male,43,<=50K
47,13,Craft-repair,White,Male,40,<=50K
34,9,Other-service,White,Female,35,<=50K
53,10,Exec-managerial,White,Male,40,<=50K
37,12,Prof-specialty,White,Male,45,<=50K
33,10,Craft-repair,White,Male,40,<=50K
32,10,Adm-clerical,Other,Female,40,<=50K
38,13,Craft-repair,White,Male,40,<=50K
52,10,Exec-managerial,White,Male,60,<=50K
35,13,Exec-managerial,White,Male,80,<=50K
46,14,Adm-clerical,White,Male,60,<=50K
28,9,Craft-repair,White,Male,30,<=50K
58,12,Craft-repair,White,Male,40,<=50K
29,13,Exec-managerial,White,Male,70,<=50K
30,10,Craft-repair,White,Male,40,<=50K
53,9,Transport-moving,White,Male,50,<=50K
53,9,Other-service,Black,Male,40,<=50K
31,12,Adm-clerical,White,Female,40,<=50K
46,10,Exec-managerial,White,Male,40,<=50K
59,11,Sales,White,Male,50,<=50K
62,9,Craft-repair,White,Male,40,<=50K
46,9,Handlers-cleaners,White,Male,35,<=50K
45,10,Sales,White,Male,50,<=50K
63,10,Adm-clerical,White,Male,40,<=50K
73,2,Transport-moving,White,Male,20,<=50K
75,10,Craft-repair,Black,Male,40,<=50K
45,15,Prof-specialty,Black,Female,40,<=50K
39,9,Machine-op-inspct,White,Male,40,<=50K
32,10,Protective-serv,White,Female,38,<=50K
25,13,Exec-managerial,White,Female,60,<=50K
24,5,Machine-op-inspct,White,Male,40,<=50K
24,9,Other-service,Black,Male,30,<=50K
31,7,Handlers-cleaners,Black,Male,40,<=50K
31,10,Other-service,White,Male,16,<=50K
20,9,Adm-clerical,Black,Female,30,<=50K
39,10,Other-service,White,Female,55,<=50K
19,9,Other-service,White,Female,40,<=50K
18,9,Sales,White,Female,40,<=50K
18,10,Other-service,White,Male,20,<=50K
19,10,Adm-clerical,White,Female,30,<=50K
17,7,Other-service,White,Male,15,<=50K
17,8,Other-service,White,Female,25,<=50K
19,10,Sales,Amer-Indian-Eskimo,Female,25,<=50K
21,10,Adm-clerical,White,Female,35,<=50K
23,10,Adm-clerical,White,Female,40,<=50K
39,6,Other-service,White,Female,15,<=50K
20,10,Adm-clerical,White,Female,28,<=50K
20,12,Other-service,White,Male,20,<=50K
21,9,Other-service,White,Female,16,<=50K
18,9,Handlers-cleaners,White,Female,15,<=50K
19,10,Tech-support,White,Male,16,<=50K
22,10,Transport-moving,White,Male,30,<=50K
26,1,Machine-op-inspct,White,Male,40,<=50K
19,9,Other-service,White,Female,40,<=50K
22,9,Sales,White,Male,40,<=50K
37,13,Machine-op-inspct,Black,Male,32,<=50K
47,5,Other-service,White,Female,30,<=50K
57,9,Other-service,White,Female,25,<=50K
21,10,Craft-repair,White,Male,30,<=50K
21,9,Other-service,Black,Male,25,<=50K
25,9,Farming-fishing,White,Male,16,<=50K
23,13,Machine-op-inspct,White,Female,40,<=50K
17,5,Handlers-cleaners,White,Male,15,<=50K
17,7,Handlers-cleaners,White,Male,18,<=50K
20,10,Other-service,White,Male,36,<=50K
21,10,Tech-support,White,Female,9,<=50K
32,9,Exec-managerial,White,Male,60,<=50K
50,9,Craft-repair,White,Male,60,<=50K
31,10,Other-service,White,Male,50,<=50K
60,5,Farming-fishing,White,Male,84,<=50K
34,9,Craft-repair,White,Male,40,<=50K
34,11,Machine-op-inspct,White,Male,50,<=50K
45,9,Adm-clerical,White,Male,40,<=50K
57,10,Exec-managerial,White,Male,45,<=50K
55,7,Other-service,Black,Male,40,<=50K
61,10,Exec-managerial,White,Male,40,<=50K
51,13,Exec-managerial,White,Male,70,<=50K
35,9,Farming-fishing,White,Male,50,<=50K
29,10,Craft-repair,White,Male,40,<=50K
40,9,Exec-managerial,White,Male,45,<=50K
46,9,Farming-fishing,White,Male,50,<=50K
48,4,Transport-moving,White,Male,55,<=50K
36,13,Prof-specialty,White,Male,50,<=50K
46,9,Farming-fishing,White,Male,50,<=50K
42,9,Craft-repair,White,Male,40,<=50K
57,10,Craft-repair,White,Male,45,<=50K
43,10,Other-service,White,Male,44,<=50K
28,9,Machine-op-inspct,White,Male,50,<=50K
49,9,Sales,White,Male,44,<=50K
49,9,Farming-fishing,White,Male,98,<=50K
33,9,Sales,White,Male,55,<=50K
30,10,Sales,White,Male,45,<=50K
54,9,Sales,White,Male,50,<=50K
56,10,Exec-managerial,White,Male,40,<=50K
36,13,Prof-specialty,White,Female,38,<=50K
40,9,Craft-repair,White,Male,40,<=50K
32,9,Craft-repair,White,Male,40,<=50K
47,12,Craft-repair,White,Male,65,<=50K
40,1,Other-service,White,Male,40,<=50K
37,9,Transport-moving,White,Male,60,<=50K
28,11,Machine-op-inspct,White,Female,42,<=50K
37,9,Craft-repair,White,Male,55,<=50K
48,10,Exec-managerial,Black,Female,38,<=50K
31,9,Craft-repair,White,Male,50,<=50K
26,13,Exec-managerial,White,Female,50,<=50K
23,9,Sales,White,Male,55,<=50K
39,13,Craft-repair,Black,Male,60,<=50K
49,9,Craft-repair,White,Male,40,<=50K
56,14,Prof-specialty,White,Male,40,<=50K
47,11,Prof-specialty,White,Female,40,<=50K
34,9,Prof-specialty,White,Female,45,<=50K
